Remainder,Steps,Decision_Tree,Score,Num_Of_Choices_Made
35789101112,3,"['Step1: ((1, 6),(2, 5),(3, 4),7)(1, 6)', 'Step2: ((2, 4))']",1,0
23589101112,4,"['Step1: ((1, 6),(2, 5),(3, 4),7)(1, 6)', 'Step2: (4)4', 'Step3: ((2, 5),7)7']",1,0
1910,8,"['Step1: ((1, 7),(2, 6),(3, 5),8)(3, 5)', 'Step2: ((1, 7),(2, 6),8)(2, 6)', 'Step3: (4)4', 'Step4: ((1, 11),12)12', 'Step5: ((1, 10),11)11', 'Step6: (7)7', 'Step7: (8)8']",6,0
89101112,5,"['Step1: ((1, 6),(2, 5),(3, 4),7)7', 'Step2: ((1, 6),(2, 5),(3, 4))(3, 4)', 'Step3: ((1, 6),(2, 5))(1, 6)', 'Step4: ((2, 5))']",2,0
39101112,5,"['Step1: ((1, 7),(2, 6),(3, 5),8)8', 'Step2: ((2, 7),(3, 6),(4, 5),9)(2, 7)', 'Step3: ((1, 9),(4, 6),10)(4, 6)', 'Step4: ((1, 5))']",2,0
3578101112,4,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(1, 9)', 'Step2: (4)4', 'Step3: ((2, 6),(3, 5),8)(2, 6)']",1,0
17101112,5,"['Step1: ((1, 7),(2, 6),(3, 5),8)(3, 5)', 'Step2: ((1, 9),(2, 8),(4, 6),10)(2, 8)', 'Step3: ((1, 9),(4, 6),10)(4, 6)', 'Step4: (9)9']",2,0
29101112,7,"['Step1: ((1, 5),(2, 4),6)6', 'Step2: ((1, 2),3)3', 'Step3: ((2, 5),7)7', 'Step4: (4)4', 'Step5: (8)8', 'Step6: ((1, 5))']",2,0
1345678101112,2,"['Step1: ((1, 10),(2, 9),(3, 8),(4, 7),(5, 6),11)(2, 9)']",1,0
23578101112,4,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(1, 9)', 'Step2: (4)4', 'Step3: (6)6']",1,0
36789101112,3,"['Step1: ((1, 4),(2, 3),5)(1, 4)', 'Step2: ((2, 5),7)(2, 5)']",1,0
15789101112,3,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(4, 6)', 'Step2: ((2, 3),5)(2, 3)']",1,0
91112,7,"['Step1: ((1, 7),(2, 6),(3, 5),8)8', 'Step2: ((1, 9),(3, 7),(4, 6),10)(4, 6)', 'Step3: ((2, 3),5)(2, 3)', 'Step4: ((1, 5))', 'Step5: (7)7', 'Step6: (10)10']",5,0
89101112,5,"['Step1: ((1, 7),(2, 6),(3, 5),8)(2, 6)', 'Step2: ((3, 4),7)7', 'Step3: ((3, 4))', 'Step4: ((1, 5))']",2,0
9101112,6,"['Step1: ((1, 8),(2, 7),(3, 6),(4, 5),9)(3, 6)', 'Step2: ((1, 8),(2, 7),(4, 5),9)(1, 8)', 'Step3: ((2, 5),7)7', 'Step4: (2)2', 'Step5: ((4, 5),9)(4, 5)']",3,0
3491012,7,"['Step1: ((1, 11),(2, 10),(3, 9),(4, 8),(5, 7),12)(1, 11)', 'Step2: ((2, 6),(3, 5),8)8', 'Step3: ((2, 3),5)5', 'Step4: ((3, 4),7)7', 'Step5: (2)2', 'Step6: (6)6']",3,0
367891112,5,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)10', 'Step2: ((1, 3),4)4', 'Step3: ((1, 2),3)(1, 2)', 'Step4: (5)5']",1,0
347101112,5,"['Step1: ((1, 6),(2, 5),(3, 4),7)(2, 5)', 'Step2: ((1, 8),(3, 6),9)(1, 8)', 'Step3: (6)6', 'Step4: (9)9']",1,0
248101112,4,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(3, 7)', 'Step2: ((1, 10),(2, 9),(5, 6),11)(5, 6)', 'Step3: ((1, 9),(2, 8),10)(1, 9)']",1,0
391012,6,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(2, 8)', 'Step2: ((1, 4),5)5', 'Step3: ((1, 11),(3, 9),12)(1, 11)', 'Step4: (6)6', 'Step5: ((4, 7))']",4,0
136791012,5,"['Step1: ((1, 5),(2, 4),6)(2, 4)', 'Step2: ((1, 10),(3, 8),(5, 6),11)11', 'Step3: ((1, 7),(3, 5),8)8', 'Step4: (5)5']",1,0
47891112,5,"['Step1: ((1, 2),3)(1, 2)', 'Step2: ((3, 5),8)(3, 5)', 'Step3: ((4, 6),10)10', 'Step4: (6)6']",2,0
691112,6,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(2, 8)', 'Step2: ((1, 4),5)(1, 4)', 'Step3: ((3, 5))', 'Step4: (7)7', 'Step5: (10)10']",4,0
79101112,5,"['Step1: ((1, 6),(2, 5),(3, 4),7)(2, 5)', 'Step2: ((1, 8),(3, 6),9)(3, 6)', 'Step3: (4)4', 'Step4: ((1, 8),9)(1, 8)']",2,0
691112,6,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(2, 8)', 'Step2: ((1, 7),(3, 5))(1, 7)', 'Step3: (4)4', 'Step4: ((3, 5))', 'Step5: (10)10']",4,0
568912,7,"['Step1: ((1, 3),4)4', 'Step2: ((1, 3))', 'Step3: ((2, 8),10)10', 'Step4: (2)2', 'Step5: ((5, 6),11)11', 'Step6: (7)7']",4,0
89101112,5,"['Step1: ((1, 7),(2, 6),(3, 5),8)(3, 5)', 'Step2: ((1, 6),7)7', 'Step3: ((1, 4))', 'Step4: ((2, 6),8)(2, 6)']",2,0
16789101112,3,"['Step1: ((1, 8),(2, 7),(3, 6),(4, 5),9)(4, 5)', 'Step2: ((2, 3))']",1,0
238101112,6,"['Step1: ((1, 4),(2, 3),5)5', 'Step2: ((1, 7),(2, 6),8)(1, 7)', 'Step3: (4)4', 'Step4: (6)6', 'Step5: (9)9']",1,0
612,9,"['Step1: ((1, 2),3)(1, 2)', 'Step2: (4)4', 'Step3: (5)5', 'Step4: ((3, 8),11)11', 'Step5: (8)8', 'Step6: ((3, 7),10)10', 'Step7: ((3, 7))', 'Step8: (9)9']",7,0
23589101112,4,"['Step1: ((1, 4),(2, 3),5)(1, 4)', 'Step2: (6)6', 'Step3: ((2, 5),7)7']",1,0
28101112,5,"['Step1: ((1, 9),(2, 8),(3, 7),(4, 6),10)(3, 7)', 'Step2: ((1, 8),(4, 5),9)(4, 5)', 'Step3: (6)6', 'Step4: ((1, 9),(2, 8),10)(1, 9)']",2,0
5681112,5,"['Step1: ((1, 6),(2, 5),(3, 4),7)(3, 4)', 'Step2: ((1, 7),(2, 6),8)(1, 7)', 'Step3: ((2, 8),10)10', 'Step4: ((2, 9),(5, 6),11)(2, 9)']",3,0
