Remainder,Steps,Decision_Tree,Score,Success
578912,6,"['Step1: (6,5,11) (11)', 'Step2: (1,2,3) (1,2)', 'Step3: (3,4,7) (3,4)', 'Step4: (6) (6)', 'Step5: (10) (10)']",4,FALSE
123691112,5,"['Step1: (3,5,8) (8)', 'Step2: (10) (10)', 'Step3: (1,6,7) (7)', 'Step4: (4,5,9) (4,5)']",1,FALSE
157891012,4,"['Step1: (4,2,6) (4,2)', 'Step2: (6,3,9) (6,3)', 'Step3: (11) (11)']",1,FALSE
245679101112,3,"['Step1: (1,3,4) (1,3)', 'Step2: (8) (8)']",1,FALSE
123579101112,3,"['Step1: (6,4,10) (6,4)', 'Step2: (3,5,8) (8)']",1,FALSE
12358101112,5,"['Step1: (3,6,9) (9)', 'Step2: (6,3) (6)', 'Step3: (4,5) (4)', 'Step4: (7) (7)']",1,FALSE
278101112,5,"['Step1: (6,3,9) (6,3)', 'Step2: (1,4,5) (1,4)', 'Step3: (9) (9)', 'Step4: (5) (5)']",1,FALSE
135781011,5,"['Step1: (4,5,9) (9)', 'Step2: (12) (12)', 'Step3: (6,3) (6)', 'Step4: (2,4) (2,4)']",1,FALSE
13491012,7,"['Step1: (2,5,7) (7)', 'Step2: (6,5,11) (11)', 'Step3: (4,1,5) (5)', 'Step4: (6) (6)', 'Step5: (8) (8)', 'Step6: (2) (2)']",2,FALSE
1345789101112,2,"['Step1: (2,6,8) (2,6)']",1,FALSE
1571012,8,"['Step1: (1,5,6) (6)', 'Step2: (11) (11)', 'Step3: (4) (4)', 'Step4: (8) (8)', 'Step5: (9) (9)', 'Step6: (1,2,3) (3)', 'Step7: (2,1) (2)']",3,FALSE
1234589101112,3,"['Step1: (3,4,7) (7)', 'Step2: (6) (6)']",1,FALSE
1246789101112,2,"['Step1: (5,3,8) (5,3)']",1,FALSE
1346789101112,2,"['Step1: (2,5,7) (2,5)']",1,FALSE
136912,7,"['Step1: (6,5,11) (11)', 'Step2: (10) (10)', 'Step3: (4,5,9) (4,5)', 'Step4: (2,6,8) (8)', 'Step5: (2) (2)', 'Step6: (7) (7)']",4,FALSE
12367891112,3,"['Step1: (4,5,9) (4,5)', 'Step2: (10) (10)']",1,FALSE
1234589101112,3,"['Step1: (6) (6)', 'Step2: (3,4,7) (7)']",1,FALSE
15689101112,4,"['Step1: (2,5,7) (7)', 'Step2: (2,4,6) (2,4)', 'Step3: (3) (3)']",1,FALSE
1246789101112,2,"['Step1: (3,5,8) (3,5)']",1,FALSE
248911,6,"['Step1: (5,1,6) (5,1)', 'Step2: (12) (12)', 'Step3: (4,6,10) (10)', 'Step4: (6,3,9) (6,3)', 'Step5: (7) (7)']",4,FALSE
13671012,6,"['Step1: (6,2,8) (8)', 'Step2: (3,6,9) (9)', 'Step3: (6,5,11) (11)', 'Step4: (2,4,6) (2,4)', 'Step5: (5,3) (5)']",2,FALSE
