Remainder,Steps,Decision_Tree,Score,Num_Of_Choices_Made
3789101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [4] 4', 'Step3: [(2, 5),7] (2, 5)']",1,0
789101112,4,"['Step1: [(1, 5),(2, 4),6] (1, 5)', 'Step2: [(2, 6),8] (2, 6)', 'Step3: [(3, 4),7] (3, 4)']",1,0
591012,7,"['Step1: [(1, 2),3] 3', 'Step2: [(1, 9),(2, 8),(4, 6),10] (2, 8)', 'Step3: [4] 4', 'Step4: [(1, 6),7] 7', 'Step5: [(1, 10),(5, 6),11] 11', 'Step6: [(1, 6)]']",4,0
1489101112,5,"['Step1: [(1, 6),(2, 5),(3, 4),7] (2, 5)', 'Step2: [(1, 6),(3, 4),7] 7', 'Step3: [6] 6', 'Step4: [3] 3']",1,0
4101112,7,"['Step1: [(1, 4),(2, 3),5] 5', 'Step2: [(2, 4),6] 6', 'Step3: [(1, 8),(2, 7),9] (2, 7)', 'Step4: [3] 3', 'Step5: [(1, 9),10] (1, 9)', 'Step6: [8] 8']",3,0
579101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 5),(3, 4),7] (3, 4)', 'Step3: [(2, 8),10] (2, 8)']",1,0
2356789101112,2,"['Step1: [(1, 4),(2, 3),5] (1, 4)']",1,0
81112,7,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 4)]', 'Step3: [9] 9', 'Step4: [(3, 7),10] 10', 'Step5: [7] 7', 'Step6: [(3, 5),8] (3, 5)']",5,0
356789101112,3,"['Step1: [2] 2', 'Step2: [(1, 4),5] (1, 4)']",1,0
78101112,6,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [(2, 3),5] (2, 3)', 'Step3: [5] 5', 'Step4: [6] 6', 'Step5: [9] 9']",2,0
1589101112,5,"['Step1: [(1, 3),4] 4', 'Step2: [(1, 5),6] 6', 'Step3: [(2, 3),5] (2, 3)', 'Step4: [7] 7']",1,0
57,9,"['Step1: [(1, 5),(2, 4),6] (2, 4)', 'Step2: [(1, 5),6] 6', 'Step3: [(1, 7),(3, 5),8] 8', 'Step4: [(1, 10),11] (1, 10)', 'Step5: [11] 11', 'Step6: [3] 3', 'Step7: [9] 9', 'Step8: [(5, 7),12] 12']",8,0
6789101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] (2, 5)', 'Step2: [3] 3', 'Step3: [(1, 4)]']",1,0
689101112,5,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [3] 3', 'Step3: [(2, 7),9] (2, 7)', 'Step4: [5] 5']",1,0
3567891112,3,"['Step1: [(1, 5),(2, 4),6] (2, 4)', 'Step2: [(1, 10),(3, 8),(5, 6),11] (1, 10)']",1,0
48101112,5,"['Step1: [(1, 7),(2, 6),(3, 5),8] (3, 5)', 'Step2: [(1, 9),(2, 8),(4, 6),10] (1, 9)', 'Step3: [7] 7', 'Step4: [(2, 6),8] (2, 6)']",2,0
5891112,6,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [(2, 3),5] (2, 3)', 'Step3: [10] 10', 'Step4: [7] 7', 'Step5: [6] 6']",3,0
589101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 7),(4, 5),9] (2, 7)', 'Step3: [(3, 4)]']",1,0
25789101112,3,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [(2, 7),(3, 6),9] (3, 6)']",1,0
35789101112,3,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 4)]']",1,0
279101112,5,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(3, 5),8] 8', 'Step3: [4] 4', 'Step4: [(3, 5)]']",1,0
91112,8,"['Step1: [(1, 6),(2, 5),(3, 4),7] 7', 'Step2: [(1, 9),(2, 8),(4, 6),10] 10', 'Step3: [(1, 2),3] 3', 'Step4: [(1, 2)]', 'Step5: [4] 4', 'Step6: [8] 8', 'Step7: [(5, 6),11] (5, 6)']",5,0
1379101112,5,"['Step1: [(1, 3),4] 4', 'Step2: [(1, 7),(2, 6),(3, 5),8] (2, 6)', 'Step3: [5] 5', 'Step4: [(1, 7),8] 8']",1,0
56791112,6,"['Step1: [(1, 2),3] 3', 'Step2: [(1, 7),(2, 6),8] 8', 'Step3: [(1, 4),5] (1, 4)', 'Step4: [10] 10', 'Step5: [2] 2']",2,0
9,9,"['Step1: [(1, 8),(2, 7),(3, 6),(4, 5),9] (1, 8)', 'Step2: [(2, 3),5] 5', 'Step3: [(3, 4),7] (3, 4)', 'Step4: [7] 7', 'Step5: [(2, 6)]', 'Step6: [12] 12', 'Step7: [10] 10', 'Step8: [11] 11']",9,0
1478101112,4,"['Step1: [(1, 7),(2, 6),(3, 5),8] (3, 5)', 'Step2: [(1, 8),(2, 7),9] 9', 'Step3: [(1, 7),(2, 6),8] (2, 6)']",1,0
71011,8,"['Step1: [(1, 4),(2, 3),5] 5', 'Step2: [(2, 4),6] (2, 4)', 'Step3: [(1, 3)]', 'Step4: [9] 9', 'Step5: [6] 6', 'Step6: [8] 8', 'Step7: [12] 12']",5,0
8101112,7,"['Step1: [(1, 5),(2, 4),6] (1, 5)', 'Step2: [3] 3', 'Step3: [7] 7', 'Step4: [9] 9', 'Step5: [(2, 4),6] 6', 'Step6: [(2, 4)]']",3,0
126789101112,3,"['Step1: [(1, 6),(2, 5),(3, 4),7] (3, 4)', 'Step2: [5] 5']",1,0
47101112,6,"['Step1: [(1, 2),3] (1, 2)', 'Step2: [(3, 8),(4, 7),(5, 6),11] (3, 8)', 'Step3: [6] 6', 'Step4: [(4, 5),9] 9', 'Step5: [5] 5']",2,0
78101112,5,"['Step1: [(1, 8),(2, 7),(3, 6),(4, 5),9] 9', 'Step2: [(2, 8),(3, 7),(4, 6),10] (4, 6)', 'Step3: [(1, 5)]', 'Step4: [(2, 3)]']",2,0
1289101112,4,"['Step1: [(1, 8),(2, 7),(3, 6),(4, 5),9] (4, 5)', 'Step2: [(1, 6),7] 7', 'Step3: [(1, 8),(3, 6),9] (3, 6)']",1,0
24689101112,3,"['Step1: [(1, 7),(2, 6),(3, 5),8] (1, 7)', 'Step2: [(2, 6),(3, 5),8] (3, 5)']",1,0
34911,8,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 3),5] 5', 'Step3: [(3, 4),7] 7', 'Step4: [2] 2', 'Step5: [8] 8', 'Step6: [(3, 9),12] 12', 'Step7: [10] 10']",5,0
3691112,6,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] 10', 'Step2: [(1, 5),(2, 4),6] (1, 5)', 'Step3: [(2, 4),6] (2, 4)', 'Step4: [7] 7', 'Step5: [8] 8']",3,0
46791112,5,"['Step1: [(1, 3),4] (1, 3)', 'Step2: [(2, 6),8] 8', 'Step3: [(2, 10),(5, 7),12] (2, 10)', 'Step4: [5] 5']",2,0
37101112,5,"['Step1: [(1, 5),(2, 4),6] (2, 4)', 'Step2: [(1, 10),(3, 8),(5, 6),11] (5, 6)', 'Step3: [(1, 9),(3, 7),10] (1, 9)', 'Step4: [8] 8']",2,0
15789101112,3,"['Step1: [(1, 8),(2, 7),(3, 6),(4, 5),9] (3, 6)', 'Step2: [(1, 5),(2, 4)] (2, 4)']",1,0
4579101112,4,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] (2, 8)', 'Step2: [(1, 3),4] (1, 3)', 'Step3: [6] 6']",1,0
