Remainder,Steps,Decision_Tree,Score,Num_Of_Choices_Made
147101112,5,"['Step1: [(1, 10),(2, 9),(3, 8),(4, 7),(5, 6),11] (5, 6)', 'Step2: [(1, 8),(2, 7),9] 9', 'Step3: [(1, 7),8] 8', 'Step4: [(1, 4),(2, 3)] (2, 3)']",1,4
27891112,6,"['Step1: [(1, 5),(2, 4),6] (1, 5)', 'Step2: [4] 4', 'Step3: [(2, 8),(3, 7),10] 10', 'Step4: [3] 3', 'Step5: [6] 6']",2,2
1459101112,4,"['Step1: [(1, 8),(2, 7),(3, 6),(4, 5),9] (3, 6)', 'Step2: [(1, 7),8] 8', 'Step3: [(2, 7),(4, 5),9] (2, 7)']",1,3
3789101112,4,"['Step1: [(1, 7),(2, 6),(3, 5),8] (2, 6)', 'Step2: [(1, 5)]', 'Step3: [4] 4']",1,1
45691112,5,"['Step1: [(1, 7),(2, 6),(3, 5),8] 8', 'Step2: [(1, 4),(2, 3),5] (2, 3)', 'Step3: [(1, 10),(4, 7),(5, 6),11] (1, 10)', 'Step4: [7] 7']",2,3
6891112,6,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] 10', 'Step2: [(1, 3),4] (1, 3)', 'Step3: [(2, 5),7] (2, 5)', 'Step4: [4] 4', 'Step5: [7] 7']",3,3
23789101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 3),5] 5', 'Step3: [4] 4']",1,2
789101112,5,"['Step1: [(1, 2),3] (1, 2)', 'Step2: [3] 3', 'Step3: [6] 6', 'Step4: [(4, 5),9] (4, 5)']",1,2
67891112,6,"['Step1: [(1, 3),4] 4', 'Step2: [2] 2', 'Step3: [(1, 3)]', 'Step4: [5] 5', 'Step5: [10] 10']",2,1
13689101112,3,"['Step1: [(1, 10),(2, 9),(3, 8),(4, 7),(5, 6),11] (4, 7)', 'Step2: [(1, 6),(2, 5)] (2, 5)']",1,2
34789101112,4,"['Step1: [(1, 2),3] (1, 2)', 'Step2: [5] 5', 'Step3: [6] 6']",1,1
245912,6,"['Step1: [(1, 11),(2, 10),(3, 9),(4, 8),(5, 7),12] (1, 11)', 'Step2: [(2, 8),(3, 7),(4, 6),10] 10', 'Step3: [(2, 5),(3, 4),7] 7', 'Step4: [(2, 4),6] 6', 'Step5: [(2, 9),(3, 8)] (3, 8)']",4,5
489101112,5,"['Step1: [(1, 7),(2, 6),(3, 5),8] (1, 7)', 'Step2: [2] 2', 'Step3: [6] 6', 'Step4: [(3, 5),8] (3, 5)']",1,2
3578101112,4,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [(2, 6),(3, 5),8] (2, 6)', 'Step3: [9] 9']",1,2
24689101112,3,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] (3, 7)', 'Step2: [(1, 5),(2, 4),6] (1, 5)']",1,2
12567891112,3,"['Step1: [(1, 6),(2, 5),(3, 4),7] (3, 4)', 'Step2: [(1, 9),(2, 8),10] 10']",1,2
8912,8,"['Step1: [(1, 4),(2, 3),5] (2, 3)', 'Step2: [(1, 5),6] 6', 'Step3: [(1, 7),8] (1, 7)', 'Step4: [4] 4', 'Step5: [10] 10', 'Step6: [11] 11', 'Step7: [5] 5']",6,3
24679101112,3,"['Step1: [(1, 8),(2, 7),(3, 6),(4, 5),9] (1, 8)', 'Step2: [(2, 6),(3, 5)] (3, 5)']",1,2
81112,8,"['Step1: [(1, 6),(2, 5),(3, 4),7] 7', 'Step2: [(1, 9),(2, 8),(4, 6),10] (1, 9)', 'Step3: [4] 4', 'Step4: [6] 6', 'Step5: [(2, 3),5] (2, 3)', 'Step6: [10] 10', 'Step7: [5] 5']",5,3
9101112,6,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] (4, 6)', 'Step2: [(1, 5)]', 'Step3: [7] 7', 'Step4: [(2, 3)]', 'Step5: [8] 8']",3,1
1789101112,4,"['Step1: [(1, 3),4] 4', 'Step2: [(2, 3),5] (2, 3)', 'Step3: [(1, 10),(5, 6),11] (5, 6)']",1,3
5789101112,4,"['Step1: [(1, 3),4] (1, 3)', 'Step2: [(2, 4),6] (2, 4)', 'Step3: [6] 6']",1,2
289101112,5,"['Step1: [(1, 6),(2, 5),(3, 4),7] 7', 'Step2: [(1, 3),4] (1, 3)', 'Step3: [4] 4', 'Step4: [(2, 9),(5, 6),11] (5, 6)']",1,3
3689101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] 7', 'Step2: [(1, 6),(2, 5),(3, 4)] (2, 5)', 'Step3: [(1, 4)]']",1,2
457101112,5,"['Step1: [(1, 7),(2, 6),(3, 5),8] 8', 'Step2: [(1, 3),4] (1, 3)', 'Step3: [(2, 9),(4, 7),(5, 6),11] (2, 9)', 'Step4: [6] 6']",1,3
2591112,6,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [4] 4', 'Step3: [(2, 5),7] 7', 'Step4: [(2, 8),10] 10', 'Step5: [(2, 9),(3, 8),11] (3, 8)']",3,4
23789101112,3,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] (4, 6)', 'Step2: [(1, 5)]']",1,1
389101112,5,"['Step1: [(1, 3),4] 4', 'Step2: [(1, 6),(2, 5),7] (1, 6)', 'Step3: [(2, 5),7] 7', 'Step4: [(2, 5)]']",1,3
12789101112,3,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] (4, 6)', 'Step2: [(1, 7),(3, 5),8] (3, 5)']",1,2
2578101112,4,"['Step1: [(1, 11),(2, 10),(3, 9),(4, 8),(5, 7),12] (3, 9)', 'Step2: [(1, 6),(2, 5),7] (1, 6)', 'Step3: [4] 4']",1,2
689101112,5,"['Step1: [(1, 5),(2, 4),6] (2, 4)', 'Step2: [(1, 6),7] 7', 'Step3: [(1, 5),6] (1, 5)', 'Step4: [3] 3']",1,3
46789101112,3,"['Step1: [(1, 5),(2, 4),6] (1, 5)', 'Step2: [(2, 3)]']",1,1
8101112,6,"['Step1: [(1, 7),(2, 6),(3, 5),8] (3, 5)', 'Step2: [(2, 4),6] 6', 'Step3: [(2, 4)]', 'Step4: [(1, 7),8] (1, 7)', 'Step5: [9] 9']",3,3
6891011,6,"['Step1: [(1, 3),4] 4', 'Step2: [(2, 3),5] (2, 3)', 'Step3: [(1, 11),(5, 7),12] 12', 'Step4: [(1, 5),6] (1, 5)', 'Step5: [7] 7']",3,4
24689101112,4,"['Step1: [(1, 4),(2, 3),5] 5', 'Step2: [(1, 3),4] (1, 3)', 'Step3: [7] 7']",1,2
256789101112,3,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [3] 3']",1,1
891112,6,"['Step1: [(1, 7),(2, 6),(3, 5),8] (2, 6)', 'Step2: [(3, 4),7] 7', 'Step3: [(1, 4),5] (1, 4)', 'Step4: [(3, 5),8] (3, 5)', 'Step5: [10] 10']",4,4
891112,6,"['Step1: [(1, 6),(2, 5),(3, 4),7] 7', 'Step2: [(1, 6),(2, 5),(3, 4)] (3, 4)', 'Step3: [(2, 6),8] (2, 6)', 'Step4: [(1, 5)]', 'Step5: [10] 10']",4,3
12789101112,4,"['Step1: [(1, 7),(2, 6),(3, 5),8] (3, 5)', 'Step2: [4] 4', 'Step3: [6] 6']",1,1
467101112,5,"['Step1: [(1, 5),(2, 4),6] (1, 5)', 'Step2: [(2, 6),8] 8', 'Step3: [(2, 3)]', 'Step4: [9] 9']",1,2
3781112,6,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [6] 6', 'Step3: [(2, 8),(3, 7),10] 10', 'Step4: [(2, 5),7] (2, 5)', 'Step5: [9] 9']",3,3
679101112,4,"['Step1: [(1, 11),(2, 10),(3, 9),(4, 8),(5, 7),12] (4, 8)', 'Step2: [(1, 2),3] (1, 2)', 'Step3: [(3, 5)]']",1,2
9101112,7,"['Step1: [(1, 4),(2, 3),5] 5', 'Step2: [(1, 7),(2, 6),8] 8', 'Step3: [(1, 3),4] 4', 'Step4: [(1, 3)]', 'Step5: [(2, 6)]', 'Step6: [7] 7']",3,3
4891112,6,"['Step1: [(1, 4),(2, 3),5] 5', 'Step2: [(1, 7),(2, 6),8] (2, 6)', 'Step3: [(1, 3),4] (1, 3)', 'Step4: [7] 7', 'Step5: [10] 10']",3,3
8101112,6,"['Step1: [(1, 3),4] 4', 'Step2: [(1, 6),(2, 5),7] 7', 'Step3: [(2, 3),5] (2, 3)', 'Step4: [(1, 9),10] (1, 9)', 'Step5: [(5, 6),11] (5, 6)']",3,5
68912,7,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [(2, 5),7] 7', 'Step3: [(2, 8),10] 10', 'Step4: [(2, 5)]', 'Step5: [(3, 8),11] 11', 'Step6: [3] 3']",5,4
1012,7,"['Step1: [(1, 7),(2, 6),(3, 5),8] (1, 7)', 'Step2: [(3, 6),(4, 5),9] (4, 5)', 'Step3: [(2, 9),(3, 8),11] 11', 'Step4: [(2, 6),8] (2, 6)', 'Step5: [(3, 9),12] (3, 9)', 'Step6: [8] 8']",6,5
59,9,"['Step1: [(1, 11),(2, 10),(3, 9),(4, 8),(5, 7),12] (1, 11)', 'Step2: [(2, 6),(3, 5),8] 8', 'Step3: [(2, 5),(3, 4),7] 7', 'Step4: [3] 3', 'Step5: [(2, 10),12] 12', 'Step6: [(2, 4),6] 6', 'Step7: [4] 4', 'Step8: [(2, 10)]']",8,5
5679101112,4,"['Step1: [(1, 5),(2, 4),6] (2, 4)', 'Step2: [(1, 3)]', 'Step3: [8] 8']",1,1
12567891112,3,"['Step1: [(1, 9),(2, 8),(3, 7),(4, 6),10] 10', 'Step2: [(1, 6),(2, 5),(3, 4),7] (3, 4)']",1,2
379101112,5,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [(2, 4)]', 'Step3: [5] 5', 'Step4: [8] 8']",1,1
235789101112,3,"['Step1: [(1, 4),(2, 3),5] (1, 4)', 'Step2: [6] 6']",1,1
3589101112,4,"['Step1: [(1, 6),(2, 5),(3, 4),7] 7', 'Step2: [(1, 5),(2, 4),6] (2, 4)', 'Step3: [(1, 6)]']",1,2
235789101112,3,"['Step1: [(1, 6),(2, 5),(3, 4),7] (1, 6)', 'Step2: [4] 4']",1,1
4891012,5,"['Step1: [(1, 7),(2, 6),(3, 5),8] (1, 7)', 'Step2: [(3, 6),(4, 5),9] (3, 6)', 'Step3: [(2, 9),11] 11', 'Step4: [(2, 5)]']",3,3
581112,6,"['Step1: [(1, 7),(2, 6),(3, 5),8] (1, 7)', 'Step2: [4] 4', 'Step3: [(3, 6),9] 9', 'Step4: [(3, 6)]', 'Step5: [(2, 10),12] (2, 10)']",4,3
12379101112,3,"['Step1: [(1, 11),(2, 10),(3, 9),(4, 8),(5, 7),12] (4, 8)', 'Step2: [(1, 10),(2, 9),(5, 6),11] (5, 6)']",1,2
